"","評価","計","重み","スコア"
"知的・知覚的要求","90","5","0.3333333333333333","30"
"身体的要求","0","0","0","0"
"タイムプレッシャー","20","1","0.06666666666666667","1.3333333333333333"
"作業成績","70","3","0.2","14"
"努力","0","2","0.13333333333333333","0"
"フラストレーション","80","4","0.26666666666666666","21.333333333333332"
"","0","0","0","66.66666666666666"
