"","評価","計","重み","スコア"
"知的・知覚的要求","60","5","0.3333333333333333","20"
"身体的要求","20","0","0","0"
"タイムプレッシャー","30","4","0.26666666666666666","8"
"作業成績","40","2","0.13333333333333333","5.333333333333333"
"努力","50","1","0.06666666666666667","3.3333333333333335"
"フラストレーション","20","3","0.2","4"
"","0","0","0","40.66666666666667"
