"","評価","計","重み","スコア"
"知的・知覚的要求","20","4","0.26666666666666666","5.333333333333333"
"身体的要求","30","2","0.13333333333333333","4"
"タイムプレッシャー","40","0","0","0"
"作業成績","30","5","0.3333333333333333","10"
"努力","40","1","0.06666666666666667","2.6666666666666665"
"フラストレーション","40","3","0.2","8"
"","0","0","0","30"
