"","評価","計","重み","スコア"
"知的・知覚的要求","70","5","0.3333333333333333","23.333333333333332"
"身体的要求","15","1","0.06666666666666667","1"
"タイムプレッシャー","15","0","0","0"
"作業成績","35","2","0.13333333333333333","4.666666666666667"
"努力","40","4","0.26666666666666666","10.666666666666666"
"フラストレーション","55.00000000000001","3","0.2","11.000000000000002"
"","0","0","0","50.666666666666664"
