"","評価","計","重み","スコア"
"知的・知覚的要求","60","5","0.3333333333333333","20"
"身体的要求","35","0","0","0"
"タイムプレッシャー","55.00000000000001","2","0.13333333333333333","7.333333333333334"
"作業成績","30","3","0.2","6"
"努力","55.00000000000001","4","0.26666666666666666","14.666666666666668"
"フラストレーション","60","1","0.06666666666666667","4"
"","0","0","0","52"
