"","評価","計","重み","スコア"
"知的・知覚的要求","40","2","0.13333333333333333","5.333333333333333"
"身体的要求","40","0","0","0"
"タイムプレッシャー","50","5","0.3333333333333333","16.666666666666664"
"作業成績","30","4","0.26666666666666666","8"
"努力","40","3","0.2","8"
"フラストレーション","40","1","0.06666666666666667","2.6666666666666665"
"","0","0","0","40.666666666666664"
