"","評価","計","重み","スコア"
"知的・知覚的要求","90","5","0.3333333333333333","30"
"身体的要求","80","2","0.13333333333333333","10.666666666666666"
"タイムプレッシャー","20","1","0.06666666666666667","1.3333333333333333"
"作業成績","60","3","0.2","12"
"努力","80","4","0.26666666666666666","21.333333333333332"
"フラストレーション","30","0","0","0"
"","0","0","0","75.33333333333333"
