"","評価","計","重み","スコア"
"知的・知覚的要求","100","5","0.3333333333333333","33.33333333333333"
"身体的要求","10","2","0.13333333333333333","1.3333333333333333"
"タイムプレッシャー","30","0","0","0"
"作業成績","70","3","0.2","14"
"努力","70","4","0.26666666666666666","18.666666666666668"
"フラストレーション","40","1","0.06666666666666667","2.6666666666666665"
"","0","0","0","70"
