"","評価","計","重み","スコア"
"知的・知覚的要求","80","3","0.2","16"
"身体的要求","40","0","0","0"
"タイムプレッシャー","60","1","0.06666666666666667","4"
"作業成績","65","4","0.26666666666666666","17.333333333333332"
"努力","75","3","0.2","15"
"フラストレーション","80","4","0.26666666666666666","21.333333333333332"
"","0","0","0","73.66666666666666"
