"","評価","計","重み","スコア"
"知的・知覚的要求","65","5","0.3333333333333333","21.666666666666664"
"身体的要求","35","1","0.06666666666666667","2.3333333333333335"
"タイムプレッシャー","55.00000000000001","4","0.26666666666666666","14.666666666666668"
"作業成績","30","2","0.13333333333333333","4"
"努力","70","3","0.2","14"
"フラストレーション","60","0","0","0"
"","0","0","0","56.666666666666664"
