"","評価","計","重み","スコア"
"知的・知覚的要求","50","4","0.26666666666666666","13.333333333333334"
"身体的要求","30","2","0.13333333333333333","4"
"タイムプレッシャー","60","3","0.2","12"
"作業成績","60","0","0","0"
"努力","70","1","0.06666666666666667","4.666666666666667"
"フラストレーション","50","5","0.3333333333333333","16.666666666666664"
"","0","0","0","50.666666666666664"
