"","評価","計","重み","スコア"
"知的・知覚的要求","30","5","0.3333333333333333","10"
"身体的要求","10","1","0.06666666666666667","0.6666666666666666"
"タイムプレッシャー","20","4","0.26666666666666666","5.333333333333333"
"作業成績","40","2","0.13333333333333333","5.333333333333333"
"努力","40","3","0.2","8"
"フラストレーション","10","0","0","0"
"","0","0","0","29.333333333333332"
