"","評価","計","重み","スコア"
"知的・知覚的要求","80","4","0.26666666666666666","21.333333333333332"
"身体的要求","10","0","0","0"
"タイムプレッシャー","20","1","0.06666666666666667","1.3333333333333333"
"作業成績","30","3","0.2","6"
"努力","80","5","0.3333333333333333","26.666666666666664"
"フラストレーション","60","2","0.13333333333333333","8"
"","0","0","0","63.33333333333333"
