"","評価","計","重み","スコア"
"知的・知覚的要求","60","3","0.2","12"
"身体的要求","40","1","0.06666666666666667","2.6666666666666665"
"タイムプレッシャー","20","0","0","0"
"作業成績","30","5","0.3333333333333333","10"
"努力","70","4","0.26666666666666666","18.666666666666668"
"フラストレーション","60","2","0.13333333333333333","8"
"","0","0","0","51.33333333333333"
