"","評価","計","重み","スコア"
"知的・知覚的要求","90","5","0.3333333333333333","30"
"身体的要求","0","0","0","0"
"タイムプレッシャー","80","1","0.06666666666666667","5.333333333333333"
"作業成績","0","4","0.26666666666666666","0"
"努力","80","3","0.2","16"
"フラストレーション","80","2","0.13333333333333333","10.666666666666666"
"","0","0","0","62"
