"","評価","計","重み","スコア"
"知的・知覚的要求","90","4","0.26666666666666666","24"
"身体的要求","0","0","0","0"
"タイムプレッシャー","80","1","0.06666666666666667","5.333333333333333"
"作業成績","60","3","0.2","12"
"努力","90","2","0.13333333333333333","12"
"フラストレーション","80","5","0.3333333333333333","26.666666666666664"
"","0","0","0","80"
