"","評価","計","重み","スコア"
"知的・知覚的要求","85","1","0.06666666666666667","5.666666666666667"
"身体的要求","20","0","0","0"
"タイムプレッシャー","90","4","0.26666666666666666","24"
"作業成績","50","2","0.13333333333333333","6.666666666666667"
"努力","80","3","0.2","16"
"フラストレーション","70","5","0.3333333333333333","23.333333333333332"
"","0","0","0","75.66666666666667"
