"","評価","計","重み","スコア"
"知的・知覚的要求","75","5","0.3333333333333333","25"
"身体的要求","0","0","0","0"
"タイムプレッシャー","70","3","0.2","14"
"作業成績","50","2","0.13333333333333333","6.666666666666667"
"努力","70","1","0.06666666666666667","4.666666666666667"
"フラストレーション","80","4","0.26666666666666666","21.333333333333332"
"","0","0","0","71.66666666666666"
