"","評価","計","重み","スコア"
"知的・知覚的要求","10","1","0.06666666666666667","0.6666666666666666"
"身体的要求","60","3","0.2","12"
"タイムプレッシャー","70","3","0.2","14"
"作業成績","10","2","0.13333333333333333","1.3333333333333333"
"努力","60","3","0.2","12"
"フラストレーション","40","3","0.2","8"
"","0","0","0","48"
