"","評価","計","重み","スコア"
"知的・知覚的要求","20","1","0.06666666666666667","1.3333333333333333"
"身体的要求","70","1","0.06666666666666667","4.666666666666667"
"タイムプレッシャー","70","2","0.13333333333333333","9.333333333333334"
"作業成績","60","2","0.13333333333333333","8"
"努力","80","5","0.3333333333333333","26.666666666666664"
"フラストレーション","60","4","0.26666666666666666","16"
"","0","0","0","66"
