"","評価","計","重み","スコア"
"知的・知覚的要求","70","3","0.2","14"
"身体的要求","55.00000000000001","2","0.13333333333333333","7.333333333333334"
"タイムプレッシャー","40","3","0.2","8"
"作業成績","90","2","0.13333333333333333","12"
"努力","60","5","0.3333333333333333","20"
"フラストレーション","50","0","0","0"
"","0","0","0","61.333333333333336"
