"","評価","計","重み","スコア"
"知的・知覚的要求","75","4","0.26666666666666666","20"
"身体的要求","30","0","0","0"
"タイムプレッシャー","70","5","0.3333333333333333","23.333333333333332"
"作業成績","70","3","0.2","14"
"努力","75","2","0.13333333333333333","10"
"フラストレーション","65","1","0.06666666666666667","4.333333333333333"
"","0","0","0","71.66666666666666"
