"","評価","計","重み","スコア"
"知的・知覚的要求","70","5","0.3333333333333333","23.333333333333332"
"身体的要求","50","2","0.13333333333333333","6.666666666666667"
"タイムプレッシャー","70","3","0.2","14"
"作業成績","60","1","0.06666666666666667","4"
"努力","70","1","0.06666666666666667","4.666666666666667"
"フラストレーション","60","3","0.2","12"
"","0","0","0","64.66666666666666"
