"","評価","計","重み","スコア"
"知的・知覚的要求","75","3","0.2","15"
"身体的要求","80","4","0.26666666666666666","21.333333333333332"
"タイムプレッシャー","30","1","0.06666666666666667","2"
"作業成績","80","2","0.13333333333333333","10.666666666666666"
"努力","70","5","0.3333333333333333","23.333333333333332"
"フラストレーション","65","0","0","0"
"","0","0","0","72.33333333333333"
