"","評価","計","重み","スコア"
"知的・知覚的要求","65","4","0.26666666666666666","17.333333333333332"
"身体的要求","35","0","0","0"
"タイムプレッシャー","65","5","0.3333333333333333","21.666666666666664"
"作業成績","80","3","0.2","16"
"努力","65","2","0.13333333333333333","8.666666666666666"
"フラストレーション","35","1","0.06666666666666667","2.3333333333333335"
"","0","0","0","66"
