"","評価","計","重み","スコア"
"知的・知覚的要求","70","1","0.06666666666666667","4.666666666666667"
"身体的要求","10","4","0.26666666666666666","2.6666666666666665"
"タイムプレッシャー","80","5","0.3333333333333333","26.666666666666664"
"作業成績","40","1","0.06666666666666667","2.6666666666666665"
"努力","60","1","0.06666666666666667","4"
"フラストレーション","70","3","0.2","14"
"","0","0","0","54.666666666666664"
