"","評価","計","重み","スコア"
"知的・知覚的要求","0","1","0.06666666666666667","0"
"身体的要求","5","2","0.13333333333333333","0.6666666666666666"
"タイムプレッシャー","0","0","0","0"
"作業成績","25","3","0.2","5"
"努力","40","5","0.3333333333333333","13.333333333333332"
"フラストレーション","35","4","0.26666666666666666","9.333333333333334"
"","0","0","0","28.333333333333336"
