"","評価","計","重み","スコア"
"知的・知覚的要求","0","1","0.06666666666666667","0"
"身体的要求","10","2","0.13333333333333333","1.3333333333333333"
"タイムプレッシャー","0","0","0","0"
"作業成績","20","3","0.2","4"
"努力","50","5","0.3333333333333333","16.666666666666664"
"フラストレーション","70","4","0.26666666666666666","18.666666666666668"
"","0","0","0","40.666666666666664"
