"","評価","計","重み","スコア"
"知的・知覚的要求","70","4","0.26666666666666666","18.666666666666668"
"身体的要求","20","0","0","0"
"タイムプレッシャー","75","5","0.3333333333333333","25"
"作業成績","35","3","0.2","7"
"努力","70","2","0.13333333333333333","9.333333333333334"
"フラストレーション","65","1","0.06666666666666667","4.333333333333333"
"","0","0","0","64.33333333333334"
