"","評価","計","重み","スコア"
"知的・知覚的要求","0","2","0.13333333333333333","0"
"身体的要求","0","2","0.13333333333333333","0"
"タイムプレッシャー","0","0","0","0"
"作業成績","5","2","0.13333333333333333","0.6666666666666666"
"努力","10","4","0.26666666666666666","2.6666666666666665"
"フラストレーション","10","5","0.3333333333333333","3.333333333333333"
"","0","0","0","6.666666666666666"
