"","評価","計","重み","スコア"
"知的・知覚的要求","80","3","0.2","16"
"身体的要求","90","4","0.26666666666666666","24"
"タイムプレッシャー","70","2","0.13333333333333333","9.333333333333334"
"作業成績","50","0","0","0"
"努力","50","1","0.06666666666666667","3.3333333333333335"
"フラストレーション","90","5","0.3333333333333333","30"
"","0","0","0","82.66666666666667"
