"","評価","計","重み","スコア"
"知的・知覚的要求","75","3","0.2","15"
"身体的要求","85","3","0.2","17"
"タイムプレッシャー","30","0","0","0"
"作業成績","80","3","0.2","16"
"努力","80","5","0.3333333333333333","26.666666666666664"
"フラストレーション","65","1","0.06666666666666667","4.333333333333333"
"","0","0","0","78.99999999999999"
