"","評価","計","重み","スコア"
"知的・知覚的要求","70","4","0.26666666666666666","18.666666666666668"
"身体的要求","60","0","0","0"
"タイムプレッシャー","70","5","0.3333333333333333","23.333333333333332"
"作業成績","60","1","0.06666666666666667","4"
"努力","70","3","0.2","14"
"フラストレーション","60","2","0.13333333333333333","8"
"","0","0","0","68"
