timestamp,gaze_x,gaze_y,gaze_confidence,num_faces,is_looking_at_face,face_bbox_left,face_bbox_top,face_bbox_width,face_bbox_height
1766389864.594054,0.43679516028125687,0.32356125753643017,1.0,0,False,,,,
1766389865.277833,0.43679516028125687,0.32356125753643017,1.0,0,False,,,,
1766389865.2879639,0.4351208639258484,0.33291542294432297,1.0,0,False,,,,
1766389865.290634,0.4351208639258484,0.33291542294432297,1.0,0,False,,,,
1766389865.296949,0.4351208639258484,0.33291542294432297,1.0,0,False,,,,
1766389865.300829,0.4351821140552077,0.40452192000257736,1.0,1,False,,,,
1766389865.800786,0.43688880520768986,0.40811261416186206,1.0,1,False,,,,
1766389865.808125,0.43688880520768986,0.40811261416186206,1.0,1,False,,,,
1766389865.8140218,0.43688880520768986,0.40811261416186206,1.0,1,False,,,,
1766389865.8173928,0.43688880520768986,0.40811261416186206,1.0,1,False,,,,
1766389865.820283,0.14365477801941276,0.5318287943847415,0.08158322518210495,1,False,,,,
1766389866.326095,0.14365477801941276,0.5318287943847415,0.08158322518210495,1,False,,,,
1766389866.334188,0.14365477801941276,0.5318287943847415,0.08158322518210495,1,False,,,,
1766389866.336722,0.14365477801941276,0.5318287943847415,0.08158322518210495,1,False,,,,
1766389866.3410912,0.7236224208874663,0.7207065876015828,0.870738598048451,1,False,,,,
1766389866.34382,0.4295762839750009,0.6378679729965978,1.0,2,False,,,,
1766389866.785019,0.4295762839750009,0.6378679729965978,1.0,2,False,,,,
1766389866.792431,0.42880148510892013,0.6365639234438049,1.0,2,False,,,,
1766389866.797663,0.42942875716939755,0.6349516447852716,1.0,2,False,,,,
1766389866.803703,0.42942875716939755,0.6349516447852716,1.0,2,False,,,,
1766389866.810539,0.46581620362149045,0.5954378113165586,1.0,1,False,,,,
1766389867.184693,0.46581620362149045,0.5954378113165586,1.0,1,False,,,,
1766389867.190766,0.46581620362149045,0.5954378113165586,1.0,1,False,,,,
1766389867.19432,0.46756824414854287,0.5908942464769519,1.0,1,False,,,,
1766389867.197154,0.46756824414854287,0.5908942464769519,1.0,1,False,,,,
1766389867.202379,0.45823266082229636,0.5474404358403686,1.0,1,False,,,,
1766389867.462093,0.4551732434875583,0.5449159391854554,1.0,1,False,,,,
1766389867.467849,0.4551732434875583,0.5449159391854554,1.0,1,False,,,,
1766389867.4730701,0.4551732434875583,0.5449159391854554,1.0,1,False,,,,
1766389867.476144,0.45468981896877436,0.5420529270196,1.0,1,False,,,,
1766389867.478961,0.43315656667600616,0.4930526040593852,0.9883347153663635,1,False,,,,
1766389867.906476,0.43315656667600616,0.4930526040593852,0.9883347153663635,1,False,,,,
1766389867.9145741,0.4315086627871068,0.488439204467058,1.0,1,False,,,,
1766389867.917734,0.4315086627871068,0.488439204467058,1.0,1,False,,,,
1766389867.923688,0.4315086627871068,0.488439204467058,1.0,1,False,,,,
1766389867.9267042,0.40791998401830376,0.4870740560280894,1.0,1,False,,,,
1766389868.227275,0.40791998401830376,0.4870740560280894,1.0,1,False,,,,
1766389868.233268,0.4082530699930298,0.4852432994531415,1.0,1,False,,,,
1766389868.238583,0.4082530699930298,0.4852432994531415,1.0,1,False,,,,
1766389868.244298,0.4082530699930298,0.4852432994531415,1.0,1,False,,,,
1766389868.248071,0.44169118992822165,0.3941082710756345,0.8719390034675598,1,False,,,,
1766389869.334257,0.44169118992822165,0.3941082710756345,0.8719390034675598,1,False,,,,
1766389869.34325,0.45557914664784577,0.4445274704765272,0.995,1,False,,,,
1766389869.3491688,0.45557914664784577,0.4445274704765272,0.995,1,False,,,,
1766389869.35237,0.45557914664784577,0.4445274704765272,0.995,1,False,,,,
1766389869.355045,0.916411350214927,0.5903646250605074,0.0,1,False,,,,
1766389869.584307,0.916411350214927,0.5903646250605074,0.0,1,False,,,,
1766389869.591928,0.4000708647416175,1.004144508149485,0.9702000617980957,1,False,,,,
1766389869.596436,0.4000708647416175,1.004144508149485,0.9702000617980957,1,False,,,,
1766389869.5991879,0.4000708647416175,1.004144508149485,0.9702000617980957,1,False,,,,
1766389869.6040142,0.5393887217411726,1.1085753621966903,0.821488082408905,1,False,,,,
1766389869.9495108,0.5393887217411726,1.1085753621966903,0.821488082408905,1,False,,,,
1766389869.956438,0.5461612203649737,1.1158951997560587,0.8790424466133118,1,False,,,,
1766389869.95927,0.5461612203649737,1.1158951997560587,0.8790424466133118,1,False,,,,
1766389869.961835,0.5461612203649737,1.1158951997560587,0.8790424466133118,1,False,,,,
1766389869.9678452,0.6399687552202629,0.739190287087204,0.44234930571780096,1,False,,,,
1766389870.195588,0.37915473793120247,0.8520631449665822,0.99,1,False,,,,
1766389870.20286,0.37915473793120247,0.8520631449665822,0.99,1,False,,,,
1766389870.207694,0.4869945779326475,0.5531117758160383,0.995,1,False,,,,
1766389870.210625,0.4920967124947941,0.5086967446818609,0.995,1,False,,,,
1766389870.213064,0.5178845682743098,0.5560367570220803,0.9870454668998718,1,True,0.4793728291988373,0.43589574098587036,0.07338924705982208,0.15401208400726318
1766389870.4513988,0.5178845682743098,0.5560367570220803,0.9870454668998718,1,True,0.4793728291988373,0.43589574098587036,0.07338924705982208,0.15401208400726318
1766389870.4561138,0.5178845682743098,0.5560367570220803,0.9870454668998718,1,True,0.4793728291988373,0.43589574098587036,0.07338924705982208,0.15401208400726318
1766389870.458623,0.5178845682743098,0.5560367570220803,0.9870454668998718,1,True,0.4793728291988373,0.43589574098587036,0.07338924705982208,0.15401208400726318
1766389870.461198,0.5198122799839202,0.5645984908982483,0.9998877942562103,1,True,0.4793728291988373,0.43589574098587036,0.07338924705982208,0.15401208400726318
1766389870.464968,0.5487274137026505,0.6469356826121657,1.0,2,False,,,,
1766389870.745588,0.9169104088256399,0.5891732786928864,0.0,2,False,,,,
1766389870.7528052,0.9169104088256399,0.5891732786928864,0.0,2,False,,,,
1766389870.7575302,0.9169104088256399,0.5891732786928864,0.0,2,False,,,,
1766389870.760921,0.9180059606222709,0.5892516470427188,0.0,2,False,,,,
1766389870.763843,0.5075922519972089,0.6836631162727937,0.9557994902133942,2,False,,,,
1766389871.02619,0.5075922519972089,0.6836631162727937,0.9557994902133942,2,False,,,,
1766389871.03189,0.5066817561472797,0.6830457588104479,1.0,2,False,,,,
1766389871.035373,0.5066817561472797,0.6830457588104479,1.0,2,False,,,,
1766389871.0409229,0.5066817561472797,0.6830457588104479,1.0,2,False,,,,
1766389871.043545,0.48968013370533414,0.6509090245298049,1.0,2,False,,,,
1766389871.349813,0.49545950413853024,0.6476590487069591,1.0,2,False,,,,
1766389871.3554308,0.49545950413853024,0.6476590487069591,1.0,2,False,,,,
1766389871.361156,0.49545950413853024,0.6476590487069591,1.0,2,False,,,,
1766389871.364011,0.49746928518413275,0.6456515956090048,0.9937369227409363,2,False,,,,
1766389871.366714,0.4819713786714078,0.6337595919362093,0.9755683243274689,2,False,,,,
1766389871.672707,0.48192401559597775,0.6334579005970357,1.0,2,False,,,,
1766389871.6782348,0.48192401559597775,0.6334579005970357,1.0,2,False,,,,
1766389871.6832252,0.48192401559597775,0.6334579005970357,1.0,2,False,,,,
1766389871.686715,0.4819470598431372,0.634356497056317,1.0,2,False,,,,
1766389871.68984,0.46069570095148504,1.0000913884175853,0.9310113489627838,2,False,,,,
1766389874.5568519,0.46069570095148504,1.0000913884175853,0.9310113489627838,2,False,,,,
1766389874.563693,0.45830141354767184,1.0028348711418948,0.9016075134277344,2,False,,,,
1766389874.566221,0.45444146383968825,1.0035121728717757,0.9282297492027283,2,False,,,,
1766389874.569498,0.45444146383968825,1.0035121728717757,0.9282297492027283,2,False,,,,
1766389874.573518,0.4765698518612168,1.0313837232519796,0.9569616317749023,0,False,,,,
