left_x,left_y,right_x,right_y
0.6869332194328308,0.7949448227882385,0.5816817283630371,0.7573142051696777
0.6678723096847534,0.8088103532791138,0.5637596249580383,0.7643505334854126
0.682331383228302,0.7991092205047607,0.5517516732215881,0.7386738061904907
0.6901229619979858,0.8033379912376404,0.5525279641151428,0.7416784763336182
0.6929375529289246,0.888171911239624,0.5580797791481018,0.7205942273139954
0.7021987438201904,0.8935430645942688,0.5522060394287109,0.7030647993087769
0.7021987438201904,0.8935430645942688,0.5467597246170044,0.6988174319267273
0.6911474466323853,0.864517867565155,0.5447374582290649,0.7089663743972778
0.6989949941635132,0.7905132174491882,0.5414960980415344,0.6999881863594055
0.7010043859481812,0.792496383190155,0.5553444623947144,0.6873289942741394
0.6835855841636658,0.8037633299827576,0.5365466475486755,0.6742924451828003
0.6885370016098022,0.7923310399055481,0.5492013692855835,0.6676663756370544
0.7029070854187012,0.7773159742355347,0.5637087821960449,0.6483700275421143
0.7071771621704102,0.7740814089775085,0.5707300901412964,0.6325410604476929
0.7059915661811829,0.7726469039916992,0.5734248161315918,0.6672972440719604
0.7166171073913574,0.7628828883171082,0.5638562440872192,0.6608976125717163
0.7126582860946655,0.765475332736969,0.573349118232727,0.6686540842056274
0.7084361910820007,0.7579054236412048,0.5799756050109863,0.6904846429824829
0.7129074931144714,0.7379419803619385,0.5720211863517761,0.6964612603187561
0.7139379382133484,0.7473968267440796,0.5880672931671143,0.6958990693092346
0.704849362373352,0.7544729709625244,0.5752648711204529,0.6746194362640381
0.6989355087280273,0.7577940821647644,0.5760539174079895,0.6736584305763245
0.7274124622344971,0.7712966203689575,0.5983307957649231,0.7062333226203918
0.7357550263404846,0.7768495082855225,0.5889719128608704,0.7088735699653625
0.7314189672470093,0.7741388082504272,0.5920220017433167,0.7140228152275085
0.7273730039596558,0.7711251378059387,0.5935364365577698,0.7009657621383667
0.7416586875915527,0.7647994160652161,0.5966554284095764,0.6858808994293213
0.7398910522460938,0.7655417323112488,0.5921987891197205,0.6935728788375854
0.7121904492378235,0.7736956477165222,0.5915820002555847,0.69352787733078
0.7058371901512146,0.7665532231330872,0.6006770133972168,0.6869441866874695
0.6928953528404236,0.7639897465705872,0.5922484993934631,0.6866627931594849
0.6016322374343872,0.6149097084999084,0.49651721119880676,0.5035919547080994
0.5529564023017883,0.5802435874938965,0.4282984435558319,0.36336013674736023
0.5341702699661255,0.4372260570526123,0.3609958589076996,0.2874704599380493
0.5241556763648987,0.4339688718318939,0.3527773916721344,0.28852859139442444
0.5112079381942749,0.4115525782108307,0.36169230937957764,0.2771991491317749
0.5209707021713257,0.40082046389579773,0.37800243496894836,0.27175426483154297
0.5179813504219055,0.3952656388282776,0.3795323371887207,0.26117321848869324
0.513532817363739,0.3931910991668701,0.37722522020339966,0.278668612241745
0.5191180109977722,0.390874445438385,0.3730789124965668,0.2833605408668518
0.5143558979034424,0.38834816217422485,0.3647097647190094,0.27161329984664917
0.510556161403656,0.39113250374794006,0.3601876199245453,0.267901748418808
0.5175085663795471,0.3864436447620392,0.370043009519577,0.2642676830291748
0.5237456560134888,0.38893774151802063,0.37714824080467224,0.2633638381958008
0.5056228041648865,0.3865373730659485,0.36349329352378845,0.2684866487979889
0.4926636219024658,0.39620688557624817,0.3519803285598755,0.27858272194862366
0.5150676965713501,0.4065578281879425,0.35834529995918274,0.2837655246257782
0.5229383707046509,0.4032883048057556,0.3690967559814453,0.27826279401779175
0.5045457482337952,0.4130479395389557,0.36350810527801514,0.26807770133018494
0.451945960521698,0.42671260237693787,0.30395159125328064,0.271077036857605
0.4374961256980896,0.43460798263549805,0.28764474391937256,0.27381160855293274
0.4574643671512604,0.431247740983963,0.29371151328086853,0.2610628604888916
0.454863041639328,0.4132467210292816,0.2885967195034027,0.26302072405815125
0.4534941017627716,0.4041200280189514,0.2824232876300812,0.2630099952220917
0.4498559236526489,0.4011545181274414,0.2810954451560974,0.27673032879829407
0.4499838650226593,0.41935575008392334,0.27442467212677,0.27741044759750366
0.4425996243953705,0.4273284077644348,0.2784271836280823,0.27183374762535095
0.4456549286842346,0.4180596172809601,0.29242581129074097,0.27005302906036377
0.46566474437713623,0.41634631156921387,0.2972968816757202,0.2676108181476593
0.4625360667705536,0.4115801155567169,0.29323095083236694,0.27162036299705505
0.45147040486335754,0.4148179590702057,0.28368914127349854,0.2734163999557495
0.441560298204422,0.40999752283096313,0.29337865114212036,0.2750928997993469
0.4556172788143158,0.40718069672584534,0.3007132112979889,0.28275054693222046
0.46093639731407166,0.41532453894615173,0.2978724539279938,0.29683881998062134
0.4682775139808655,0.4156839847564697,0.2866594195365906,0.28658968210220337
0.4700467586517334,0.41523680090904236,0.30387866497039795,0.2919180393218994
0.4551272988319397,0.4135529100894928,0.3022584021091461,0.29631298780441284
0.4425099790096283,0.4108421206474304,0.26699793338775635,0.30686309933662415
0.44417884945869446,0.40409108996391296,0.36171653866767883,0.3049958646297455
0.4896481931209564,0.39599093794822693,0.3508923053741455,0.2771262526512146
0.4805832803249359,0.40240252017974854,0.3413757383823395,0.25732842087745667
0.4747905731201172,0.4037321209907532,0.3493870794773102,0.2713595926761627
0.48513010144233704,0.3906780779361725,0.34618911147117615,0.2848051190376282
0.486743688583374,0.3961009383201599,0.3376375138759613,0.28367891907691956
0.48267772793769836,0.41917988657951355,0.34361395239830017,0.2987152338027954
0.47262611985206604,0.4232717752456665,0.3938238322734833,0.3350506126880646
0.48463699221611023,0.40611371397972107,0.38279640674591064,0.3348637819290161
0.4878457188606262,0.4056147038936615,0.31026169657707214,0.3276764154434204
0.47507449984550476,0.4154566526412964,0.34668734669685364,0.3368144631385803
0.47436144948005676,0.41613033413887024,0.34668734669685364,0.3368144631385803
0.5121791362762451,0.4244731664657593,nan,nan
0.5137896537780762,0.42236000299453735,nan,nan
0.4926810562610626,0.42668554186820984,nan,nan
0.4952680766582489,0.43158969283103943,nan,nan
0.49178674817085266,0.41662606596946716,nan,nan
0.49913063645362854,0.4180213212966919,nan,nan
0.5281436443328857,0.44891491532325745,nan,nan
0.5338108539581299,0.44005605578422546,nan,nan
0.505242645740509,0.41901475191116333,nan,nan
0.4723016619682312,0.42692217230796814,nan,nan
0.4582221806049347,0.42600008845329285,nan,nan
0.4611034691333771,0.4226963520050049,nan,nan
0.47138267755508423,0.4217778444290161,nan,nan
0.46156516671180725,0.4185788333415985,nan,nan
0.4515261948108673,0.4125770628452301,nan,nan
0.45010116696357727,0.4100644588470459,nan,nan
0.458096981048584,0.40801340341567993,nan,nan
0.4713498055934906,0.4121154844760895,nan,nan
0.4646531641483307,0.42486149072647095,nan,nan
0.46682822704315186,0.4306704103946686,nan,nan
0.479203999042511,0.424671471118927,nan,nan
0.48095592856407166,0.41360577940940857,nan,nan
0.4896587133407593,0.4154338836669922,nan,nan
0.48698171973228455,0.42838209867477417,nan,nan
0.4729849398136139,0.4245494306087494,nan,nan
0.48678508400917053,0.4233159124851227,nan,nan
0.49446141719818115,0.4334835708141327,nan,nan
0.49152180552482605,0.43715158104896545,nan,nan
0.5172469019889832,0.4309968650341034,nan,nan
0.5552000403404236,0.4254150390625,0.3270150423049927,0.30956390500068665
0.5384484529495239,0.39429622888565063,0.3345716893672943,0.3122194707393646
