left_eye_x,left_eye_y,right_eye_x,right_eye_y
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.4677214026451111,1.6690154075622559,nan,nan
0.4144713282585144,1.647448182106018,nan,nan
0.41775649785995483,1.643113613128662,nan,nan
0.4463450014591217,1.6439048051834106,nan,nan
0.4517480432987213,1.641762375831604,-0.010966605506837368,1.755674958229065
0.46587544679641724,1.6438770294189453,-0.010966605506837368,1.755674958229065
0.46494877338409424,1.6546765565872192,nan,nan
0.46623116731643677,1.664953589439392,nan,nan
0.4693630635738373,1.6651031970977783,nan,nan
0.4655994772911072,1.6593823432922363,nan,nan
0.4263794720172882,1.6258184909820557,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,0.5151037573814392,0.6714082360267639
nan,nan,0.5151037573814392,0.6714082360267639
nan,nan,nan,nan
nan,nan,0.40489494800567627,0.344497948884964
0.47172248363494873,0.5879457592964172,0.419891893863678,0.3653434216976166
0.47247183322906494,0.5888383984565735,0.4394795000553131,0.4133896231651306
0.47330453991889954,0.594279944896698,0.44783392548561096,0.4137386083602905
0.4863302707672119,0.5984586477279663,0.44449302554130554,0.40962880849838257
0.48379427194595337,0.6053822636604309,0.44639724493026733,0.40876778960227966
0.48268988728523254,0.6062178611755371,0.4559348225593567,0.4147264361381531
0.48754170536994934,0.6028111577033997,0.45458367466926575,0.41749128699302673
0.47688886523246765,0.6076979637145996,0.4523259997367859,0.4296581447124481
0.4721250534057617,0.6107693910598755,0.453042209148407,0.43285107612609863
0.47892966866493225,0.5984929800033569,0.4441263973712921,0.4320623576641083
0.5099931955337524,0.5951051712036133,0.44532352685928345,0.42986539006233215
0.5116515755653381,0.6086758971214294,0.44881492853164673,0.43232429027557373
0.48428472876548767,0.6197848320007324,0.44902610778808594,0.43580108880996704
0.48195740580558777,0.6175457239151001,0.44390448927879333,0.43427738547325134
0.5027620196342468,0.6072789430618286,0.44236326217651367,0.4358810782432556
0.5026484727859497,0.6110461950302124,0.44099628925323486,0.4453607499599457
0.5145140886306763,0.6169090867042542,0.4373827278614044,0.4436269998550415
0.5282818675041199,0.6087137460708618,0.43995368480682373,0.4472569227218628
0.516105055809021,0.6051452159881592,0.4399949014186859,0.447965532541275
0.5140263438224792,0.6272110939025879,0.42820146679878235,0.44117435812950134
0.5041555166244507,0.6244378685951233,0.4319247603416443,0.440203994512558
0.5069205164909363,0.6061004996299744,0.4452439844608307,0.4464375376701355
0.5033048391342163,0.6031612753868103,0.4366593658924103,0.44855764508247375
0.5060482621192932,0.6014884114265442,0.42638838291168213,0.4443207085132599
0.513032853603363,0.6014466881752014,0.42780765891075134,0.4452270567417145
0.5269900560379028,0.590785562992096,0.45643332600593567,0.42808037996292114
