left_eye_x,left_eye_y,right_eye_x,right_eye_y
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
0.31649249792099,0.18144173920154572,0.4008978009223938,0.0510505735874176
0.31278300285339355,0.19901524484157562,0.3901369869709015,0.05830627679824829
0.3218381702899933,0.21343177556991577,0.38468465209007263,0.08757894486188889
0.3270774483680725,0.2216692864894867,0.38793841004371643,0.10490468144416809
0.32731541991233826,0.23263227939605713,0.3888043463230133,0.10720228403806686
0.32789912819862366,0.23908500373363495,0.39373934268951416,0.1138356551527977
0.32669776678085327,0.23736074566841125,0.39348194003105164,0.12214763462543488
0.3296297788619995,0.2388242781162262,0.3929813802242279,0.1268342286348343
0.32911378145217896,0.24043485522270203,0.3945629596710205,0.1295747309923172
0.33109188079833984,0.2403714805841446,0.3926093578338623,0.1324881762266159
0.3635284900665283,0.23503781855106354,0.44418051838874817,0.12418399006128311
0.48065197467803955,0.15845128893852234,0.5769339799880981,0.060910433530807495
0.5647866129875183,0.09559649229049683,0.6643888354301453,-0.002952957060188055
0.7009514570236206,-0.04539075866341591,0.7919718623161316,-0.043540988117456436
0.7016090154647827,-0.05954514816403389,0.7722880840301514,-0.0491819903254509
0.699478268623352,-0.07987965643405914,0.7663021683692932,-0.05734536051750183
0.6950755715370178,-0.09013961255550385,0.7618560791015625,-0.05475498363375664
0.6907539367675781,-0.09117626398801804,0.7554343938827515,-0.06496679037809372
0.6895087361335754,-0.09230729937553406,0.7566890120506287,-0.07068906724452972
0.6900874972343445,-0.09613330662250519,0.7548995614051819,-0.07133398205041885
0.6900084018707275,-0.10543830692768097,0.7548872828483582,-0.07490842044353485
0.6941053867340088,-0.11094416677951813,0.7557493448257446,-0.07605509459972382
0.6950623989105225,-0.10485705733299255,0.7537285089492798,-0.08076681941747665
0.6963526010513306,-0.10809194296598434,0.7538652420043945,-0.0844348892569542
0.6998938322067261,-0.1127903088927269,0.7532763481140137,-0.0849786251783371
0.6908549070358276,-0.11475750058889389,0.7481323480606079,-0.09735582768917084
0.6843934655189514,-0.11545371264219284,0.7419127821922302,-0.10689933598041534
0.6845864057540894,-0.11990569531917572,0.738073468208313,-0.11848338693380356
0.6863150000572205,-0.12145543843507767,0.740657389163971,-0.12370459735393524
0.6874135732650757,-0.12303948402404785,0.7384905815124512,-0.12451131641864777
0.6877483129501343,-0.11926070600748062,0.7373495697975159,-0.11847278475761414
0.6878563165664673,-0.11407649517059326,0.7366307973861694,-0.1151682659983635
0.6882998943328857,-0.1108585074543953,0.7396747469902039,-0.12335434556007385
